C0000727	Acute abdomen
C0581394	Swelling of legs
C0581395	Penile infection
C0581879	Felt faint
C0581883	Complete hearing loss
C0581912	Sensation of heaviness
C0584995	Writing impaired
C0585186	Cutaneous hypersensitivity
C0586553	Thyrotropin high
C0587054	Numbness in fingers
C0587094	Breast calcifications
C0587246	Limb paresis
C0589616	Genitourinary chlamydia infection
C0595861	Parasuicide
C0595862	Vasodilatation
C0595876	Calcium intoxication
C0595877	Blood glucose increased
C0595878	Blood sodium increased
C0595879	Sodium high
C0595882	Serum calcium decreased
C0595883	Blood glucose decreased
C0595885	Serum potassium decreased
C0595900	Blood chloride increased
C0595902	Blood chloride decreased
C0595916	Nephropathy toxic
C0595928	Serum calcium increased
C0595929	Cholesterol serum elevated
C0595930	Blood cholesterol increased
C0595938	Increased effect
C0595939	Stillbirth
C0596170	Binge eating
C0596240	Cancer pain
C0596601	Gas
C0597457	Skeletal injury
C0599918	Nephrotoxicity
C0600041	Bladder infection
C0600104	Compulsions
C0600125	Electrocardiogram PR prolongation
C0600139	Prostate carcinoma
C0600142	Hot flush
C0600228	Cardio-respiratory arrest
C0600260	Obstructive airways disorder
C0600327	Toxic shock syndrome
C0677483	Carcinoma testes
C0677500	Stinging
C0677600	Stridor inspiratory
C0677658	Breast disorder female
C0677660	Emotional problems
C0677865	Brain stem glioma
C0678222	Carcinoma breast
C0679048	Obsessive thoughts
C0679254	Disease recurrence
C0679403	Vascular stenosis
C0679429	Platelet dysfunction
C0683369	Consciousness clouding
C0683416	Depersonalization syndrome
C0684249	Carcinoma of lung
C0684275	Haemophilia
C0685707	Muscular ventricular septal defect
C0685938	Gastrointestinal neoplasm malignant
C0686347	Tardive dyskinesia
C0686377	Metastases to central nervous system
C0687133	Drug interaction
C0687707	Anorectal disorder
C0687713	Gastrointestinal pain
C0694536	Drug seeking behavior
C0694547	Systolic ejection murmur
C0694549	Community acquired pneumonia
C0694563	Excessive daytime sleepiness
C0695236	Tracheostomy infection
C0699744	Ear infection
C0699790	Carcinoma colon
C0699791	Carcinoma stomach
C0699828	Serotonin syndrome
C0699885	Bladder carcinoma
C0699893	Skin carcinoma
C0700031	Anxiety attack
C0700053	Idiopathic hypertrophic subaortic stenosis
C0700075	Motor restlessness
C0700078	Tendon reflex decreased
C0700184	Throat irritation
C0700198	Aspiration
C0700200	Presyncope
C0700201	Dyssomnia
C0700225	Serum creatinine increased
C0700292	Hypoxemia
C0700345	Vulvovaginal candidiasis
C0700361	Emotional distress
C0700363	Rhythm idioventricular
C0700502	Primary hypothyroidism
C0700509	Chronic peptic ulcer
C0700572	Mobility decreased
C0700590	Sweating increased
C0700594	Radiculopathy
C0700613	Anxiety state
C0700639	Congenital hypertrophic pyloric stenosis
C0701810	Long-term memory loss
C0701811	Short-term memory loss
C0701821	Onychia
C0701824	Staggering gait
C0701836	Thermal burn
C0702109	Erythropoiesis abnormal
C0702154	Polyarthropathy
C0702163	Trichorrhexis
C0702166	Acne
C0702266	Basophilia
C0728725	Low pH
C0728899	Intoxication
C0728936	Unspecified circulatory system disorder
C0729549	Gastrointestinal fungal infection
C0729552	Genital infection
C0730328	Central serous retinopathy
C0730345	Microalbuminuria
C0730362	Maculopathy
C0740277	Bile duct cancer
C0740278	Pelvic peritoneal adhesions
C0740299	Blood culture positive
C0740304	COPD exacerbation
C0740319	Physical assault
C0740330	Genital infection fungal
C0740380	Varicella zoster
C0740394	Hyperuricaemia
C0740399	Auditory and visual hallucinations
C0740401	Duodenal ulcer perforation
C0740409	Psychotic behaviour
C0740411	Delayed gastric emptying
C0740425	Taste altered
C0740434	Direct bilirubin increased
C0740435	Bilirubin unconjugated increased
C0740441	Acute diarrhea
C0740447	Diabetic peripheral neuropathy
C0740457	Renal cancer
C0740464	Electrolytes NOS decreased
C0740469	Albumin high
C0740471	Creatinine abnormal NOS
C0740481	Hypotension asymptomatic
C0740482	Hypotension orthostatic symptomatic
C0740651	Abdominal symptom
C0740804	Adnexal torsion
C0740832	End stage AIDS
C0740852	Upper airway obstruction
C0740858	Substance abuse
C0741165	Aortic embolus
C0741307	Autonomic dysfunction
C0741453	Bedridden
C0741494	Bilirubin total increased
C0741553	Hemorrhage abnormal
C0741921	Cardiac enzymes increased
C0741983	Carotid sinus hypersensitivity
C0742006	Catheter infection
C0742007	Catheter sepsis
C0742224	Candida cervicitis
C0742339	Chest heaviness
C0742545	Colonic abscess
C0742906	C-reactive protein increased
C0742965	Eosinophilic cystitis
C0743072	Psychosis depressive
C0743295	Drug screen positive
C0743300	Urine drug screen positive
C0743323	Acute dyspnea
C0743400	Ejection fraction decreased
C0743516	Endometrial thickening
C0743525	Enterobacter sepsis
C0743575	Oesophageal irritation
C0743668	Limb injury
C0743680	Eye oedema
C0744131	Foot infection fungal NOS
C0744221	Friction rub
C0744235	Fungal sepsis
C0744369	Genital lesion
C0744403	Gingival infection
C0744727	Haematocrit decreased
C0745091	Hypereosinophilia
C0745103	Type IIa hyperlipidaemia
C0745153	Hypoglycaemic episode
C0745499	Junctional bradycardia
C0745528	Klebsiella sepsis
C0745744	End stage liver disease
C0745754	Hepatic granuloma
C0745761	Liver nodule
C0746731	Acute myocardial ischemia
C0746883	Febrile neutropenia
C0746961	Oxygen saturation decreased
C0747102	Ovarian failure
C0747256	Infection parasitic
C0747979	Increased prolactin level
C0748023	Bacterial prostatitis
C0748052	Erythrodermic psoriasis
C0748055	Psychiatric decompensation
C0748318	Progressive renal failure
C0748536	Scleral haemorrhage
C0748538	Scleral pigmentation
C0748725	Sinus operation
C0748726	Allergic sinusitis
C0749106	Submandibular mass
C0749249	Wide complex tachycardia
C0749389	Pharyngeal lesion
C0750016	Generalized urticaria
C0750151	Vaso-occlusive crisis
C0750194	Non-sustained ventricular tachycardia
C0750197	Sustained ventricular tachycardia
C0750272	Unilateral vision loss
C0750394	White blood cell count decreased
C0750426	White blood cell count increased
C0750466	Yeast infection
C0750857	Alkaline phosphatase serum increased
C0750876	Phlebitis superficial
C0750887	Adrenal gland cancer
C0751249	Chronic insomnia
C0751265	Learning disability
C0751295	Memory loss
C0751436	Tetrahydrobiopterin deficiency
C0751466	Phonophobia
C0751476	Retching reflex decreased
C0751494	Convulsive seizure
C0751495	Partial seizures
C0751523	Nonconvulsive status epilepticus
C0751535	Cardiac syncope
C0751564	Pill rolling
C0751576	Vocal cord paresis
C0751674	Lymphangioleiomyomatosis
C0751711	Anterior ischemic optic neuropathy
C0751900	Motor tic
C0751901	Vocal tic
C0751908	Vestibular neuronitis
C0751955	Brain infarction
C0752347	Dementia with Lewy bodies
C0795690	Omphalocele
C0795692	Hyperlactacidaemia
C0812387	Coldness
C0812470	Abortion incomplete
C0813230	Serum triglycerides increased
C0836924	Thrombocytosis
C0847033	Allergic oedema
C0847403	Infective tenosynovitis
C0847631	Dry scalp
C0848309	Rhinitis perennial
C0848377	Abdominal injury
C0848548	Hypertensive nephropathy
C0848648	Fungal rash
C0849796	Ear congestion
C0849835	Lip haemorrhage
C0849907	Ear pruritus
C0849913	Localized erythema
C0849916	Generalised erythema
C0849918	Eyelids pruritus
C0849925	Ventricular failure
C0850001	Heaviness of head
C0850149	Dry cough
C0850569	Allergic rash
C0850638	Infected bites
C0851043	Lipids increased
C0851140	Cervix carcinoma stage 0
C0851302	Shock hypoglycaemic
C0851341	Infestation NOS
C0851536	Administration site reaction
C0851578	Sleep disorder
C0851647	Muscle tone disorder
C0851807	Aspergillus infection
C0851881	Enterococcal infection
C0851883	Neisseria infection
C0851886	Pneumocystis carinii infection
C0852203	Fluoride increased
C0852361	Skin haemorrhage
C0852566	Sleep phase rhythm disturbance
C0852625	Injection site erythema
C0852628	Embolism arterial (limb)
C0852679	Paraesthesia NEC
C0852696	Glucocorticoids decreased
C0852711	Hand and foot syndrome secondary to sickle cell anaemia
C0852733	Completed suicide
C0852792	Blood cortisol decreased
C0852795	Blood insulin increased
C0852810	Blood creatinine decreased
C0852875	Eye allergy
C0852878	Non-accidental injury
C0852879	Pulmonary alveolar haemorrhage
C0852885	Bucking
C0852908	Drug ineffective
C0852909	Blood bicarbonate decreased
C0852911	Blood alkaline phosphatase increased
C0852913	Blood amylase increased
C0852914	Bacteriuria NOS present
C0852919	Animal scratch
C0852922	Crohns disease aggravated
C0852925	Gastrointestinal necrosis
C0852928	Insomnia exacerbated
C0852932	Arthropod sting
C0852952	Optic nerve cupping
C0852967	Exacerbation of acne
C0852970	Dacryoadenitis acquired
C0852977	Epilepsy aggravated
C0852990	Blood thromboplastin decreased
C0852995	Injection site pruritus
C0853008	Parkinson's disease aggravated
C0853011	Diabetic hyperglycaemic coma
C0853013	Diverticular perforation
C0853015	Blood growth hormone increased
C0853018	Blood thyroid stimulating hormone decreased
C0853019	Blood thyroid stimulating hormone increased
C0853020	Blood oestrogen increased
C0853021	Blood oestrogen decreased
C0853023	Blood parathyroid hormone increased
C0853026	Porphyria non-acute
C0853028	Blood pH decreased
C0853034	Blood creatine phosphokinase increased
C0853035	Blood creatinine normal
C0853040	Reaction to drug excipients
C0853050	Blood acid phosphatase increased
C0853068	Glomerular filtration rate decreased
C0853074	Anxiety NEC
C0853084	High density lipoprotein increased
C0853087	Nail abnormality NOS
C0853089	Intentional self-injury
C0853117	Blood testosterone decreased
C0853118	Blood testosterone increased
C0853123	Blood luteinising hormone increased
C0853124	Blood follicle stimulating hormone increased
C0853141	Therapeutic response unexpected
C0853142	CD4 lymphocytes decreased
C0853149	Blood lactate dehydrogenase increased
C0853150	Nerve conduction studies abnormal
C0853193	Bipolar I disorder
C0853198	Gastroenteritis yersinia
C0853203	Smear cervix normal
C0853225	International normalised ratio increased
C0853226	International normalised ratio decreased
C0853246	Eczema exacerbated
C0853254	Nasal passage irritation
C0853263	Blood bicarbonate
C0853277	Pseudo-Bartter syndrome
C0853289	Blood bilirubin normal
C0853312	Osteoarthritis aggravated
C0853314	Soft tissue inflammation
C0853326	Dyspnoea exacerbated
C0853330	Peripheral neuropathy aggravated
C0853334	Thrombocytopenia aggravated
C0853336	Corneal infiltrates
C0853347	Venous thrombosis limb
C0853348	Arthropod bite
C0853402	Exposure to poisonous plant
C0853592	Blood antidiuretic hormone abnormal
C0853595	Blood cholesterol abnormal
C0853619	Local swelling
C0853644	Eosinophil count abnormal
C0853662	Oestrogen deficiency
C0853692	Blood triglycerides increased
C0853697	Neutrophil count decreased
C0853698	Lymphocyte count increased
C0853700	Application site erythema
C0853705	Blood immunoglobulin G decreased
C0853710	Blood prolactin decreased
C0853711	Sperm count decreased
C0853714	Application site pruritus
C0853737	Blood bicarbonate increased
C0853746	Blood creatinine abnormal
C0853748	Blood electrolytes abnormal
C0853749	Blood magnesium increased
C0853750	Blood magnesium decreased
C0853753	Blood phosphate increased
C0853754	Blood osmolarity increased
C0853755	Blood osmolarity decreased
C0853759	Blood potassium abnormal
C0853760	Blood potassium increased
C0853761	Blood potassium decreased
C0853762	Exacerbation of hot flushes
C0853772	Blood calcium abnormal
C0853776	Blood albumin increased
C0853777	Blood albumin decreased
C0853782	Blood creatine phosphokinase abnormal
C0853784	Blood iron increased
C0853785	Blood iron decreased
C0853800	Contrast media reaction
C0853811	Croup infectious
C0853813	Local reaction
C0853847	Pathogen resistance
C0853857	Cellulitis staphylococcal
C0853875	Myoglobin urine present
C0853879	Breast cancer invasive NOS
C0853885	Blood electrolytes decreased
C0853890	Blood gastrin increased
C0853891	Tumour flare
C0853893	Device interaction
C0853895	Mental disorder due to a general medical condition
C0853908	Oropharyngeal swelling
C0853926	Dyspepsia aggravated
C0853939	Oral mucosal discolouration
C0853942	Tongue blistering
C0853945	Oral mucosal blistering
C0853946	Pain worsened
C0853954	Corneal calcification
C0853958	Blood creatine phosphokinase MB increased
C0853959	Device breakage
C0853960	Bacterial disease carrier
C0853973	Blood gonadotrophin increased
C0853974	Blood gonadotrophin decreased
C0853986	Lymphocyte count decreased
C0854029	Blood creatine increased
C0854058	pH urine increased
C0854059	pH urine decreased
C0854062	Blood fibrinogen decreased
C0854069	Tumour pain
C0854080	Painful response to normal stimuli
C0854082	Blood prolactin increased
C0854095	Drug level changed
C0854097	Hypoaesthesia eye
C0854100	Nitrogen balance negative
C0854101	Urine sodium increased
C0854107	Haemorrhage subcutaneous
C0854111	Blood triglycerides decreased
C0854113	Mucosal dryness
C0854114	Corneal epithelium defect
C0854121	Gastrointestinal motility disorder
C0854134	Blood bilirubin unconjugated increased
C0854135	Infection pseudomonas aeruginosa
C0854144	Septic arthritis streptobacillus
C0854146	Blood test abnormal
C0854165	Conjunctivitis papillary
C0854171	Temperature regulation disorder
C0854193	Cognitive deterioration
C0854210	Incomplete precocious puberty
C0854212	Subepithelial opacities
C0854268	Foetal damage
C0854286	Eyelid function disorder
C0854303	Limb discomfort
C0854331	Herpes simplex dermatitis
C0854359	Insulin autoimmune syndrome
C0854372	Mastication disorder
C0854375	Mucosal haemorrhage
C0854380	Blood insulin decreased
C0854381	Genital haemorrhage
C0854382	Libido disorder
C0854388	Caustic injury
C0854425	Sputum discoloured
C0854438	Blepharal pigmentation
C0854448	Bladder constriction
C0854453	Escherichia sepsis
C0854456	Cellulitis gangrenous
C0854467	Myelosuppression
C0854495	Hepatitis F
C0854504	Enterococcal bacteraemia
C0854524	Peridiverticular abscess
C0854530	Human herpesvirus 6 infection
C0854532	Myopericarditis
C0854679	Needle injury
C0854693	Anaesthetic complication neurological
C0854697	Dermatitis flare-up
C0854706	Neonatal infection
C0854717	Corneal epithelium disorder
C0854725	Cyanopsia
C0854954	Ovarian germ cell teratoma benign
C0854985	Lung adenocarcinoma stage I
C0855217	Lack of spontaneous speech
C0855223	Hallucinations, mixed
C0855235	Feelings of worthlessness
C0855237	Social avoidant behaviour
C0855242	Disturbance in sexual arousal
C0855246	Abnormal sleep-related event
C0855247	Sleep attacks
C0855304	Glycosylated haemoglobin decreased
C0855329	Electrocardiogram change
C0855331	Electrocardiogram QT corrected interval
C0855333	Electrocardiogram QT corrected interval prolonged
C0855335	Electrocardiogram ST segment abnormal
C0855440	Pancreatic enzymes abnormal
C0855521	Semen volume decreased
C0855618	Alanine aminotransferase decreased
C0855619	Alanine aminotransferase abnormal
C0855620	Alanine aminotransferase normal
C0855622	Aspartate aminotransferase decreased
C0855624	Aspartate aminotransferase normal
C0855625	Bilirubin conjugated increased
C0855642	Blood uric acid abnormal
C0855644	Blood uric acid decreased
C0855652	Culture negative
C0855704	Vital dye staining cornea present
C0855775	Pulmonary function test decreased
C0855791	Mean cell volume increased
C0855931	Cardioactive drug level above therapeutic
C0855977	Carotene decreased
C0856049	Peripheral embolism
C0856050	Diet refusal
C0856053	Leukemia secondary
C0856054	Mental status changes
C0856069	Vasculitis gastrointestinal
C0856081	Restlessness aggravated
C0856088	Constipation aggravated
C0856095	Vomiting aggravated
C0856099	Hemorrhoids aggravated
C0856100	Pancreatitis aggravated
C0856105	Hepatitis aggravated
C0856108	Hypercholesterolemia aggravated
C0856110	Oedema aggravated
C0856115	Diverticulitis aggravated
C0856120	Multiple sclerosis relapse
C0856133	Back pain aggravated
C0856136	Fatigue aggravated
C0856137	Uterine fibroids aggravated
C0856150	Spinal haematoma
C0856151	Fat redistribution
C0856152	Buccal mucosal roughening
C0856171	Coronary artery disease aggravated
C0856554	Hepatic cancer metastatic
C0856597	Pulmonary alveolitis
C0856604	Rubber sensitivity
C0856623	Orofacial oedema
C0856677	Accelerated hair loss
C0856761	Budd-Chiari syndrome
C0856808	Polymorphonuclear leukocytosis
C0856825	Acute graft versus host disease
C0856864	Headache fullness
C0856880	Urea increased
C0856882	Potassium increased
C0856897	Hemangioma acquired
C0856968	Raised serum lipid levels
C0856984	Hyperexcitation
C0857027	Feeling sick
C0857035	Acute anaphylaxis
C0857051	Bad dreams
C0857073	Cold hands & feet
C0857083	Generalized macular rash
C0857087	Dizzy spells
C0857093	Elevated liver enzyme levels
C0857117	Hand rash
C0857121	Hypertensive
C0857122	Hyponatraemic
C0857144	Metastatic pain
C0857153	Nodal block
C0857172	Persistent dry cough
C0857175	Postinfarction
C0857177	Arthritic pains
C0857183	Pre-menstrual tension syndrome
C0857189	Raised serum uric acid
C0857199	Red blotches
C0857236	Rash both legs
C0857245	Redness of face
C0857246	Red neck
C0857256	Unwell
C0857257	Bloated feeling
C0857305	Thrombocytopenic purpura
C0857322	Anemic
C0857323	Angioedema of larynx
C0857331	Acute liver damage
C0857332	Clonic movements
C0857353	Hypotensive
C0857361	Headache occurring
C0857370	Generalized flushing
C0857386	Nocturnal confusion
C0857400	Retrosternal discomfort
C0857432	Serum osmolality increased
C0857448	Serum urea increased
C0857457	Digoxin effect
C0857468	Withdrawal hypertension
C0857483	Worsening of diabetes
C0857493	Upper gastrointestinal symptoms
C0857494	Unresponsive to stimuli
C0857496	Thromboembolic event
C0857501	Acute schizophrenia
C0857576	Thyroid function abnormal
C0857751	Erythema multiforme minor
C0857807	Accidental ingestion
C0857979	Serum prolactin decreased
C0857980	Serum prolactin increased
C0857983	Serum testosterone decreased
C0858041	Plasma triglycerides increased
C0858093	Plasma calcium decreased
C0858118	Plasma creatinine increased
C0858217	Gastrointestinal fullness
C0858226	Plasma cholesterol increased
C0858249	Increased agitation
C0858259	Nasal discomfort
C0858277	Angina symptom
C0858307	Bilirubin normal
C0858318	Plasmodium falciparum infection
C0858346	Gastrointestinal ulcer perforation
C0858357	Oesophageal stenosis acquired
C0858520	Serum gastrin increased
C0858524	Tachycardia nervous
C0858540	Hemorrhage symptom
C0858581	Numbness generalized
C0858589	Coordination disturbance
C0858598	Taste salty
C0858600	Taste sweet
C0858603	Wave slowing
C0858617	Posterior subcapsular cataract
C0858618	Dyschromatopsia
C0858635	Pharyngolaryngeal pain
C0858667	Urinary protein increased
C0858678	Alopecia reversible
C0858708	Itch burning
C0858738	Vitamin B12 absorption decreased
C0858751	Lip blister
C0858765	Vascular pain
C0858775	Myopia transient
C0858786	Toxic symptom
C0858794	Application site warmth
C0858797	Instillation site pain
C0858814	Hepatitis symptom
C0858833	Endometrial hypertrophy
C0858854	Unrest
C0858867	Reticulocytopenia
C0858899	Attention concentration difficulty
C0858924	General discomfort
C0858970	Carcinogenicity
C0858979	Oral mucosa sore
C0859023	Talkativeness
C0859032	Moaning
C0859037	Feeling of residual urine
C0859061	Bilirubin value increased
C0859062	Serum bilirubin increased
C0859229	Migration of implant
C0859253	Microhemorrhage
C0859290	Black spot
C0859350	Serum transaminase increased
C0859371	Lip burning sensation of
C0859978	Amylase decreased
C0859996	Corneal sensitivity decreased
C0860155	Non-Q wave MI
C0860160	Diabetes mellitus inadequate control
C0860204	Cholestatic liver disease
C0860207	Drug-induced liver injury
C0860209	Gallbladder sludge
C0860210	Granulomatous liver disease
C0860239	Catheter related infection
C0860433	Irreversible renal failure
C0860434	Fluid and electrolyte imbalance
C0860453	Loss of skin markings
C0860493	Refractory hypertension
C0860499	Conjunctival follicles
C0860514	Dreamy state
C0860516	Ground glass appearance
C0860564	Retinoic acid syndrome
C0860594	Metastatic malignant melanoma
C0860603	Anxiety symptoms NOS
C0860645	Bizarre dreams
C0860646	Morbid dreams
C0860661	Oppositional
C0860700	Prothrombin level abnormal
C0860703	Serum total protein decreased
C0860711	Carbon dioxide decreased
C0860713	Carbon dioxide increased
C0860728	Osmolality increased
C0860745	Blood monocytes increased
C0860749	Blood neutrophil count decreased
C0860752	Lactate increased
C0860801	Glucose low
C0860803	Glucose increased
C0860805	Urine ketone body present
C0860811	Antidiuretic hormone abnormality
C0860851	Oestradiol increased
C0860864	Albumin low
C0860866	Potassium low
C0860871	Sodium decreased
C0860901	Protein total decreased
C0860942	Creatine increased
C0860945	Creatinine normal
C0860967	Calcium low
C0860987	Phosphate low
C0860988	Phosphate increased
C0861020	Insulin C-peptide decreased
C0861021	Insulin C-peptide increased
C0861111	Cardioactive drug level increased
C0861120	Albumin urine increased
C0861148	Proarrhythmia
C0861149	Proarrhythmic effect
C0861157	Decreased night vision
C0861171	Gritty feeling in eyes
C0863070	Catheter site related reaction
C0863079	Ocular stinging
C0863083	Injection site tenderness
C0863084	Skin discomfort
C0863087	Decreased immune responsiveness
C0863090	Allergic skin reaction
C0863093	Cold symptoms
C0863100	Tightness in jaw
C0863112	Pharyngo-oral irritation
C0863113	Hypotension symptomatic
C0863129	AGEP
C0863147	Glucose urine increased
C0867389	Chronic graft versus host disease
C0868908	Pancolitis
C0869523	Carditis
C0870082	Hyperkeratosis
C0872380	Food craving
C0876973	Lung infection
C0876980	Headache aggravated
C0876991	Histiocytosis haematophagic
C0876994	Cardiotoxicity
C0876998	Intracardiac thrombus
C0877009	Muscle fibrosis
C0877014	Sympathomimetic effect
C0877027	Joint range of motion decreased
C0877035	Oestrogenic effect
C0877038	Electrocardiogram poor R-wave progression
C0877042	Graft loss
C0877046	Tooth infection
C0877047	Occult blood positive
C0877048	Oral fungal infection
C0877055	Acute generalised exanthematous pustulosis
C0877056	Hypoglycaemic seizure
C0877072	Cytomegalovirus chorioretinitis
C0877077	Myocardial haemorrhage
C0877089	Vaginal mucosal blistering
C0877090	Orthostatic collapse
C0877092	Venipuncture site bruise
C0877094	Application site haemorrhage
C0877095	Application site haematoma
C0877096	Application site paraesthesia
C0877097	Application site vesicles
C0877098	Application site dryness
C0877104	Retinal toxicity
C0877107	Sinobronchitis
C0877126	Application site inflammation
C0877127	Application site papules
C0877134	Hernia pain
C0877144	Spontaneous penile erection
C0877153	Neutropenic sepsis
C0877154	Visual brightness
C0877167	Psychomotor skills impaired
C0877172	Spinal epidural haematoma
C0877173	Food aversion
C0877179	Injection site joint pain
C0877183	Nail bed tenderness
C0877192	Lipodystrophy acquired
C0877203	Respiratory tract infection viral
C0877211	General physical health deterioration
C0877217	Abasia
C0877225	Bone density decreased
C0877232	Peripheral swelling
C0877237	Traumatic fracture
C0877266	Upper respiratory tract inflammation
C0877267	Peritonsillitis
C0877303	Post procedural pain
C0877305	Postoperative wound complication
C0877306	Iris hyperpigmentation
C0877314	Blood glucose fluctuation
C0877322	Muscle tightness
C0877324	Urinary sediment present
C0877325	Anal sphincter atony
C0877331	Abnormal clotting factor
C0877334	Arterial stenosis limb
C0877336	Blood bilirubin decreased
C0877338	Breast discomfort
C0877339	Cardio-respiratory distress
C0877359	Raised liver function tests
C0877365	Infusion site erythema
C0877377	Skin tear
C0877398	Anaemia postoperative
C0877401	Sensorimotor disorder
C0877406	Performance status decreased
C0877440	Erythema periorbital
C0877468	Rash mouth
C0877497	Redness gum
C0877508	Irritation gum
C0877517	Blood phosphorus decreased
C0877584	Tumour haemorrhage
C0877605	Burning anal
C0877606	Infusion site burning
C0877609	Alertness decreased
C0877613	Rectal cramps
C0877617	Intestinal cramps
C0877634	Paresthesia of scalp
C0877635	Cytomegalovirus viraemia
C0877639	Gingival blister
C0877661	Application site burn
C0877664	Gastrointestinal cramps
C0877690	Renal graft loss
C0877717	Burning mouth
C0877792	Circadian rhythm sleep disorder
C0877854	Cerebral arteriosclerosis
C0878544	Cardiomyopathy
C0878588	Sphincter of Oddi dysfunction
C0878773	Hypertonic bladder
C0917798	Cerebral ischaemia
C0917799	Hypersomnia
C0917801	Insomnia
C0917805	Transient cerebral ischemia
C0917816	Mental deficiency
C0919267	Ovarian neoplasm
C0919560	Stent occlusion
C0919567	Uterine contractions during pregnancy
C0919568	Impatience
C0919569	Airway complication of anaesthesia
C0919572	Agitation postoperative
C0919578	Idiosyncratic drug reaction
C0919582	Sudden onset of sleep
C0919590	Injection site cellulitis
C0919591	Urogenital haemorrhage
C0919593	Injection site coldness
C0919599	Application site eczema
C0919600	Application site hyperaesthesia
C0919603	Application site urticaria
C0919620	Electrocardiogram ST-T change
C0919625	Blood phosphorus increased
C0919643	Urine calcium increased
C0919659	Oropharyngeal candidiasis
C0919661	Heart alternation
C0919662	Menstrual cycle prolonged
C0919666	Venipuncture site hemorrhage
C0919671	Subileus
C0919691	Anastomotic leak
C0919702	Ventricular hypokinesia
C0919714	Retinal vascular thrombosis
C0919715	Lupus-like syndrome
C0919726	Postoperative hypertension
C0919777	Band neutrophil count increased
C0919823	Cytolytic hepatitis
C0919866	Eye naevus
C0919874	Post procedural haemorrhage
C0919882	Incision site haemorrhage
C0919883	Puncture site haemorrhage
C0919892	Blood pressure inadequately controlled
C0919894	Nasal mucosal disorder
C0919907	Pleural infection
C0919909	Tonic clonic movements
C0919924	Pulmonary toxicity
C0919936	Therapy naive
C0919939	Graft thrombosis
C0919980	VIIth nerve paralysis
C0919986	Infusion site oedema
C0920070	Cervical smear test positive
C0920102	Phosphorus low
C0920103	Haematotoxicity
C0920108	Fasting blood glucose increased
C0920114	Urinary sediment abnormal
C0920157	Mesenteric ischemia
C0920163	Idiopathic thrombocytopenia
C0920166	Catheter site haemorrhage
C0920171	Foreign body sensation in eyes
C0920184	Fundic gland polyp
C0920192	Descemetitis
C0920193	Photodermatosis
C0920195	Aphakic cystoid macular oedema
C0920235	Psoriatic plaque
C0920289	Sluggishness
C0936215	Vitamin B6 deficiency
C0936223	Prostate cancer metastatic
C0936250	Eczema herpeticum
C0936254	Polyradiculoneuritis
C0947912	Myasthenia
C0947999	Blood urine present
C0948002	Crystal urine present
C0948008	Ischaemic stroke
C0948011	Cervix haemorrhage uterine
C0948014	Red cell distribution width increased
C0948023	Urine phosphate increased
C0948031	Primary graft dysfunction
C0948036	Gastric ulcer helicobacter
C0948048	Malignant neoplasm progression
C0948050	Small bowel angioedema
C0948070	Rhinalgia
C0948085	Corneal defect
C0948089	Acute coronary syndrome
C0948168	Bone marrow toxicity
C0948179	Postoperative constipation
C0948198	Acholia
C0948226	Ureteral spasm
C0948240	Thyroxine free decreased
C0948257	Immunosuppressant drug level increased
C0948266	Latent tetany
C0948268	Haemodynamic instability
C0948281	Malignant syndrome NOS
C0948282	Conjunctival bleb
C0948284	Corneal decompensation
C0948288	Conjunctival discharge
C0948294	Eyelid margin crusting
C0948296	Ear discomfort
C0948298	Tympanic membrane hyperaemia
C0948299	Application site discharge
C0948300	Application site scab
C0948301	Application site skin breakdown
C0948309	Pseudohyperkalaemia
C0948333	Neutrophil percentage increased
C0948342	Citrate toxicity
C0948349	Respiratory tract congestion
C0948352	Injury asphyxiation
C0948353	Markedly reduced dietary intake
C0948369	Myocardial reinfarction
C0948376	Electrocardiogram ST-T segment abnormal
C0948380	Colorectal cancer metastatic
C0948389	Intestinal hypomotility
C0948395	Gastrointestinal hypermotility
C0948396	Frequent headaches
C0948425	Large intestinal haemorrhage
C0948429	Diuretic effect
C0948441	Venoocclusive disease
C0948447	Chromosomal mutation
C0948482	Analgesic effect
C0948484	Anal discomfort
C0948521	Oral pruritus
C0948522	Ocular vascular disorder
C0948525	Musculoskeletal stiffness
C0948579	Bacteria urine identified
C0948586	Protein urine present
C0948594	Musculoskeletal discomfort
C0948595	Ocular discomfort
C0948610	Abdominal strangulated hernia
C0948643	Hyperuricosuria
C0948692	Necrotising colitis
C0948695	White blood cell count low
C0948715	Infusion related reaction
C0948733	Abdominal spasm
C0948765	Cyclosporine toxicity
C0948779	Gastrointestinal hypomotility
C0948782	Uterine cramps
C0948786	Blanching
C0948806	Catheter related complication
C0948807	Hepatic impairment
C0948808	Catheter blockage
C0948815	Catheter site erythema
C0948817	Catheter site inflammation
C0948818	Catheter site phlebitis
C0948824	Haemorrhagic anaemia
C0948856	Orgasmic sensation decreased
C0948857	Electrocardiogram repolarisation abnormality
C0948873	Flu symptoms
C0948976	Leukaemia cutis
C0948978	Catheter site cellulitis
C0948991	Injection site discolouration
C0949059	Large intestine polyp
C0949070	Upper respiratory tract congestion
C0949083	Nosocomial pneumonia
C0949103	Catheter site pain
C0949691	Spondyloarthropathy
C0973461	Dysphasia
C1095923	Febrile bone marrow aplasia
C1095967	Psychiatric evaluation abnormal
C1096001	Application site swelling
